start,stop,PCorr,SCorrS,ScorrQ,PartialCorr,pval
9,18,0.02367862855517127,0.037274501905037324,0.04582205620474345,-0.056159750868904984,0.23498155431884968
9,19,0.0323301382441721,0.05250414967766187,0.0616755916427337,-0.05224940424982099,0.2692403682760927
9,20,0.020708002952430672,0.038441484012940355,0.04816620749380121,-0.06839791448677557,0.14790231574093918
9,21,0.01594915483408478,0.02235842953347482,0.03676508699617636,-0.07761585082894713,0.10047722154442519
9,22,0.00970465496623608,0.014395411215457668,0.031264767147890525,-0.0884165789869017,0.061212304289767684
9,23,0.008731365935047228,0.01746923266907108,0.035893947760347655,-0.09058378339434134,0.05510718032569474
9,24,0.01416615799289928,0.020058858145754966,0.0366620103990943,-0.08450550058693843,0.0736391570926268
9,25,0.010528373300476835,0.014553181777412702,0.02887761416232402,-0.09090320427062963,0.05425166118743931
9,26,0.020705026943301712,0.017466874257238852,0.03189641073631065,-0.08111196847640574,0.08602112095008527
9,27,0.02793489511631205,0.019589548256887884,0.034636468567219476,-0.07478841615689306,0.11352690763201269
10,12,0.07490185975561672,0.09622823947582994,0.10246486327729527,0.03576105209211543,0.4497135796032766
10,13,0.016505328269270154,0.011391600377156091,0.014589877195712073,-0.03524589597515774,0.45627366609150777
10,14,0.017362384480008153,0.012160784661616422,0.0068066387158384235,-0.04480948862736338,0.3434731019119297
10,15,0.021658392871274787,0.009678883823414128,0.007513293161424412,-0.04608110087721768,0.3299389951985301
10,16,0.004221906890991212,0.006385909005797669,0.013816487035745294,-0.06745490699692093,0.1535841547801435
10,17,0.0047632644540526806,0.011824149475844864,0.023700561669675393,-0.06908583997096697,0.1438594251853412
10,18,0.012606450223093382,0.012133852160515737,0.022507516293604136,-0.06611420849221976,0.16194486383906626
10,19,0.022984081881233714,0.030517503084525638,0.041407753577984645,-0.06079854612808004,0.1984791020582852
10,20,0.011130480049291257,0.020566949987405343,0.03176026857119893,-0.07764164733150328,0.10036389463234266
10,21,0.0066909456241033664,0.006303349456064611,0.02133942112171386,-0.08696094765098894,0.06561835835713219
10,22,0.000675042073031035,-0.0022256655697828237,0.015657267566237698,-0.09777762131411788,0.03835317939874064
10,23,0.00024932459153729526,0.002279825672374282,0.022171510401026582,-0.09964287760960745,0.03479254578072518
10,24,0.00646412447646379,0.008376200292996508,0.026659426959637102,-0.09256480830571548,0.04997759348562376
10,25,0.0030352802702719433,0.0015420521833598075,0.01730097523484359,-0.09894631898708076,0.036087855691138725
10,26,0.01420376394785677,0.004370690126364086,0.019920137708617218,-0.0884580657177923,0.06109039791045046
10,27,0.022189401866751043,0.008733723945263427,0.02518802439809486,-0.08164760404936702,0.08396217776443268
11,13,-0.05124883951687585,-0.07230512478282226,-0.07139508926798589,-0.09722546394814227,0.03946466681278466
11,14,-0.023403796064841005,-0.031000110666948737,-0.039281156746637264,-0.07788743828366165,0.09928919398061313
11,15,-0.00823348454742376,-0.013758748328037274,-0.01707319501575401,-0.06905546548504238,0.14403613316031313
11,16,-0.02299295875412432,-0.025501416491907635,-0.01709707053896049,-0.0881617252328201,0.061965590066699085
11,17,-0.018353994980948283,-0.01923558118254615,-0.004983963348647204,-0.08621008237436456,0.06799109995107935
11,18,-0.0071617029194888625,-0.013248048236195766,-0.001743590970081951,-0.0813734158889691,0.08501111366118051
11,19,0.006041956951236275,0.008184403825606545,0.019365239639139543,-0.07460828055982027,0.11440140357303795
11,20,-0.005247543998079848,4.925732114200267e-05,0.011620900404971372,-0.0913347621743347,0.0531133690940651
11,21,-0.008752381370530034,-0.012942053039955418,0.002992207365771898,-0.1007166995110375,0.03287328584035657
11,22,-0.013966550767127155,-0.021480084789310926,-0.0030886766411139153,-0.111483665630955,0.018123651332058642
