Id	quartile	guideScore	mfe	gq	dr	result
MALAT1-17	2	0.31166617175552697	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
MALAT1-18	3	0.6008859337059389	-16.6	0	1	..(((((....((((.........)))).)))))..(((((((........)))))))...... (-16.60)
MALAT1-20	4	2.3929076845411292	-7.8	0	0	.......................((((((..(((((...........)))))..)))))).... ( -7.80)
MALAT1-22	4	1.718173669143464	-7.5	0	0	...............((((((((..(((((...............)))))...))))))))... ( -7.50)
MALAT1-23	3	0.7674941346281228	-7.7	0	1	..(((((....((((.........)))).)))))............(((((...)))))..... ( -7.70)
MALAT1-24	3	0.6818678495843256	-17.3	0	0	....(((((((..((((....((((((........))))))....))))...)))))))..... (-17.30)
MALAT1-26	3	0.9484213840480126	-6.9	0	0	(.(((((....((((.........)))).))))).)............................ ( -6.90)
MALAT1-27	2	0.314299096629546	-11.5	0	0	(.(((((....((((.........)))).))))).)((.((((...........))).).)).. (-11.50)
MALAT1-30	3	0.6690970849570345	-8.2	0	0	..(((((....((((.........)))).))))).((((......))))............... ( -8.20)
MALAT1-33	3	0.6041397189054339	-7.6	0	1	..(((((....((((.........)))).)))))...((((((......)).))))........ ( -7.60)
MALAT1-34	2	0.3954763787636657	-10.3	0	0	...................((((((((((...(((((.....))))))))))...))))).... (-10.30)
MALAT1-35	3	0.7431447029473157	-7.5	0	0	(.(((((....((((.........)))).))))).)...............((((....)))). ( -7.50)
MALAT1-36	3	0.7172062558390206	-7.4	0	0	....................((..(((((.........................)))))..)). ( -7.40)
MALAT1-37	1	-0.2846967825416846	-8.6	0	0	(((((((....((((.........)))).....((((.....)))).....)))))))...... ( -8.60)
MALAT1-38	4	1.8320459681646755	-8.9	0	1	..(((((....((((.........)))).)))))..................((((...)))). ( -8.90)
MALAT1-39	4	1.3297403055071109	-10.1	0	0	(.(((((....((((.........)))).))))).)...........((((((....)))))). (-10.10)
MALAT1-40	4	1.2123187392604693	-10.2	0	0	(.(((((....((((.........)))).))))).)...((((((...)))))).......... (-10.20)
MALAT1-42	1	-0.18805251413420188	-9.4	0	0	..(((((....((((.........)))).)))))((((((((........))).....))))). ( -9.40)
MALAT1-43	1	-0.17115260696508922	-10.1	0	1	..(((((....((((.........)))).))))).......(((....)))............. (-10.10)
MALAT1-44	2	0.3656339415059935	-7.4	0	0	.......................((((((((.(((.((((.......)))).))).)))))))) ( -7.40)
MALAT1-45	1	-0.5287229420015177	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
MALAT1-46	1	0.06150235143933572	-6.9	0	0	(.(((((....((((.........)))).))))).)............................ ( -6.90)
MALAT1-47	1	-0.200168438530207	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
MALAT1-48	2	0.3463366842862958	-8.1	0	0	.....(((((.......(((.((((.((.((........)))).)))).))).......))))) ( -8.10)
MALAT1-49	4	1.2099445765171772	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
MALAT1-51	4	1.2787905599986975	-9.1	0	0	.......................((((((....(((........)))))))))........... ( -9.10)
MALAT1-52	4	1.378488835896054	-8.6	0	0	(((.((((...((((.........)))).......((((.....))))........)))).))) ( -8.60)
MALAT1-53	3	0.5775318724531007	-9.1	0	0	.((((..(((((.........((.((((((.............)))))).)).)))))..)))) ( -9.10)
MALAT1-54	4	1.0879839595756668	-11.0	0	0	(.(((((....((((.........)))).))))).)(((((..((((...))))...))))).. (-11.00)
MALAT1-56	1	0.23169679205509636	-7.2	0	0	(.(((((....((((.........)))).))))).)..............((((.....)))). ( -7.20)
MALAT1-57	1	0.22982175163769117	-13.2	0	0	(.(((((....((((.........)))).))))).)(((((.....)))))............. (-13.20)
MALAT1-58	4	1.194631565777355	-7.7	0	0	...........((((.........)))).....((((...)))).................... ( -7.70)
MALAT1-59	4	1.0368788879065738	-9.6	0	0	(.(((((....((((.........)))).))))).).......((((.....))))........ ( -9.60)
MALAT1-60	2	0.5417297957172333	-8.5	0	0	..(((((....((((.........)))).))))).(.(((....))).)..((((.....)))) ( -8.50)
MALAT1-61	3	0.7988286476860414	-10.7	0	0	((.(((((...((((.........)))).((((((......))))))........))))).)). (-10.70)
MALAT1-63	1	0.14545941644815402	-11.1	0	0	...........((((.........)))).((((..((..((((.......))))..)).)))). (-11.10)
MALAT1-64	1	0.11228246096874614	-7.4	0	1	..(((((....((((.........)))).)))))..((((......)))).............. ( -7.40)
MALAT1-65	2	0.5544141901086316	-7.2	0	0	((((.(((.((((((.........))))..........)).)))))))................ ( -7.20)
MALAT1-66	4	0.9906861574826221	-10.0	0	0	..(((((....((((.........)))).))))).(((((.............)))))...... (-10.00)
MALAT1-67	1	0.1813741198170945	-7.2	0	1	..(((((....((((.........)))).)))))..............(((.....)))..... ( -7.20)
MALAT1-68	4	1.094958912770932	-7.3	0	0	(.(((((....((((.........)))).))))).)............((.....))....... ( -7.30)
MALAT1-69	2	0.3980106275738648	-7.0	0	0	........................((((.((...........))))))................ ( -7.00)
MALAT1-70	3	0.8320866490007508	-8.8	0	1	..(((((....((((.........)))).))))).........(((......)))......... ( -8.80)
MALAT1-71	3	0.8732019164154662	-7.2	0	1	..(((((....((((.........)))).)))))...................((((...)))) ( -7.20)
MALAT1-72	2	0.41586286755433266	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
MALAT1-73	3	0.9286183285803346	-7.7	0	0	(.(((((....((((.........)))).))))).)..((((..((......))..)))).... ( -7.70)
MALAT1-77	1	0.08930126862472676	-8.9	0	0	..(((((....((((.........)))).))))).((((....))))................. ( -8.90)
MALAT1-79	1	-0.015090941710084016	-11.2	0	0	....................((((((((((............)))).........))))))... (-11.20)
MALAT1-80	1	-0.5008123411067702	-9.1	0	1	..(((((....((((.........)))).)))))....((((((..............)))))) ( -9.10)
MALAT1-82	1	-0.11495486161815144	-12.5	0	0	..(((((....((((.........)))).))))).(((...(((((........)))))..))) (-12.50)
MALAT1-83	1	-0.17417847419735843	-14.5	0	0	(((((((....((((.........))))......(((((.........))))).)))))))... (-14.50)
MALAT1-85	2	0.3153543782059744	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
MALAT1-86	2	0.2934458384604107	-8.6	0	0	....((((((.((((.........))))...............))))))............... ( -8.60)
MALAT1-88	2	0.3559752518941715	-19.3	0	1	..(((((....((((.........)))).)))))..((((((((((((....)))))))))))) (-19.30)
MALAT1-89	2	0.5174408269123418	-15.0	0	0	(.(((((....((((.........)))).))))).)............((((((...)))))). (-15.00)
MALAT1-91	2	0.42768003658334264	-7.8	0	0	......((((.((((.........))))............(((........)))))))...... ( -7.80)
CLUC-0	4	1.6408449475034175	-9.4	0	1	..(((((....((((.........)))).)))))............(((((.....)))))... ( -9.40)
CLUC-1	4	1.155403495314776	-11.3	0	0	.....((((.((((.........((((........)))).))))))))....(((......))) (-11.30)
CLUC-4	2	0.5309269092944944	-13.8	0	0	....................(..(((((((.......((((.....)))).)))))))..)... (-13.80)
CLUC-5	1	0.16615670715451786	-8.7	0	0	...................(((((((((.......)))))..........)))).......... ( -8.70)
CLUC-6	4	1.344474397466409	-9.8	0	0	(.(((((....((((.........)))).))))).)...((.(((((.....)))))))..... ( -9.80)
CLUC-8	3	0.6590576279549878	-7.5	0	0	(.(((((....((((.........)))).))))).)........(((.....)))......... ( -7.50)
CLUC-9	2	0.3188704670455396	-9.8	0	0	(.(((((....((((.........)))).))))).).((.(((((.....))))).))...... ( -9.80)
CLUC-10	1	0.025142424129755092	-9.5	0	0	(.(((((....((((.........)))).))))).).((((.......))))............ ( -9.50)
CLUC-11	4	1.481795147206968	-9.8	0	0	....................(((..(((((..(((((........)))))..)))))))).... ( -9.80)
CLUC-12	4	1.0950886071603496	-20.1	0	0	...........((((((...(((((((........)))))))......(((...))))))))). (-20.10)
CLUC-13	4	1.1106524186055462	-15.9	0	0	(.(((((....((((.........)))).))))).)....(((((((........))))))).. (-15.90)
CLUC-14	3	0.9497971832117554	-10.6	0	0	.....................(((((((.((......))))))))).................. (-10.60)
CLUC-16	2	0.3939220532770162	-9.6	0	0	((((..(((((((((.........)))).........)))))..))))...((.......)).. ( -9.60)
CLUC-17	2	0.29384297677034515	-9.0	0	0	.............(((....(((.(((((((..............)))))..)).)))..))). ( -9.00)
CLUC-19	2	0.33375204469861774	-13.2	0	1	..(((((....((((.........)))).))))).....((..(((((....)))))..))... (-13.20)
CLUC-20	1	0.14517048498984955	-7.3	0	1	..(((((....((((.........)))).))))).....(((((...............))))) ( -7.30)
CLUC-21	4	1.0575004032374888	-11.4	0	0	..(((((....((((.........)))).)))))((((((...((......))..))).))).. (-11.40)
CLUC-22	4	1.996742677234646	-13.6	0	0	(((...(((..((((.........))))......((((((....))))))..)))...)))... (-13.60)
CLUC-23	3	0.9501118867367168	-14.1	0	0	..(((((....((((.........)))).)))))((..((((((.......))))))..))... (-14.10)
CLUC-24	3	0.8211223952228196	-10.5	0	0	..(((((....((((.........)))).))))).(((.....((((...))))....)))... (-10.50)
CLUC-26	1	0.20313596486439622	-6.8	0	1	..(((((....((((.........)))).)))))................(((......))).. ( -6.80)
CLUC-27	2	0.4543338306905048	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
CLUC-29	3	0.7312753865862223	-10.3	0	0	...................(((((((((((.......)))))))...))))............. (-10.30)
CLUC-30	4	1.396203902451723	-10.4	0	1	..(((((....((((.........)))).)))))....((((((......)).))))....... (-10.40)
CLUC-31	4	1.1805167971854673	-10.0	0	0	..(((((....((((.........)))).)))))((((.........))))(((((...))))) (-10.00)
CLUC-32	3	0.9307249016428055	-7.4	0	0	(.(((((....((((.........)))).))))).).......(((.......)))........ ( -7.40)
CLUC-33	3	0.8065174264204441	-10.9	0	0	..(((((....((((.........)))).)))))((((((.....))))))............. (-10.90)
CLUC-34	2	0.3603460851833273	-11.3	0	0	(.(((((....((((.........)))).))))).)((((.((((......))))...)).)). (-11.30)
CLUC-35	1	-0.16280290544621356	-16.3	0	0	(.(((((....((((.........)))).))))).)(((((((((........))).)))))). (-16.30)
CLUC-36	2	0.4691032163272935	-7.7	0	0	(.(((((....((((.........)))).))))).).(((..(((.((....)).)))..))). ( -7.70)
CLUC-37	2	0.5085687076785086	-9.3	0	0	..(((((....((((.........)))).)))))((((((........)))))).......... ( -9.30)
CLUC-38	2	0.47202562571599765	-8.0	0	0	.................((((..((((((.....(((.............))))))))).)))) ( -8.00)
CLUC-39	1	-0.03469356831478604	-13.7	0	0	(((...(.((.((((..((((..((((........))))...)))).))).).)))....))). (-13.70)
CLUC-40	1	0.015408175816572334	-13.8	0	0	......((((((...........(((((((...........))).))))))))))......... (-13.80)
CLUC-41	1	0.26219412379428453	-12.6	0	1	..(((((....((((.........)))).)))))....((((((.(......)))).))).... (-12.60)
CLUC-42	1	0.2675191853388019	-12.9	0	1	..(((((....((((.........)))).)))))..((((((.((..........)))))))). (-12.90)
CLUC-43	1	0.0509000664294085	-11.0	0	0	...........((((.........))))((((.....(.(((........))).)....)))). (-11.00)
CLUC-44	3	0.6375354159467248	-9.8	0	0	(((((..(((.((((.........))))((((..((.......)).)))))))..))))).... ( -9.80)
CLUC-45	2	0.3579459862743011	-13.1	0	0	......(((.((((((..(((...(..........)...)))..)))))).((....)).))). (-13.10)
CLUC-46	1	-0.11548133752198098	-13.0	0	0	(.(((((....((((.........)))).))))).)(.((((((......)))))).)...... (-13.00)
CLUC-47	1	0.050135796174560376	-9.5	0	1	..(((((....((((.........)))).)))))..............(((((...)))))... ( -9.50)
CLUC-48	2	0.4438333638936262	-10.5	0	0	..(((((....((((.........)))).))))).(((((....(((.....)))...))))). (-10.50)
CLUC-50	2	0.3181407778966901	-9.4	0	0	..(((((....((((.........)))).))))).((((((..(....)..))))....))... ( -9.40)
CLUC-51	3	0.7325847974845647	-10.9	0	0	...........((((.........)))).....(((((....(((....))))))))....... (-10.90)
CLUC-52	4	1.3986723161922763	-10.7	0	0	((((((((.((((((.........))))..........)).))))))))............... (-10.70)
CLUC-53	3	0.8163795108242177	-11.6	0	0	(((.((((((.((((.........))))..........)))))).)))................ (-11.60)
CLUC-54	3	0.6100031400126408	-8.4	0	1	..(((((....((((.........)))).)))))..........(.((((....)))).).... ( -8.40)
CLUC-56	2	0.3802778338837872	-15.2	0	0	...........(((((...(((.((.((((........)))).)).))).)))))......... (-15.20)
CLUC-57	3	0.7835165405174878	-9.7	0	0	(.(((((....((((.........)))).))))).)..............(((((....))))) ( -9.70)
CLUC-58	4	1.2888263159838247	-11.3	0	0	((((..(((..((.......((.((((........)))).)).))..))))))).......... (-11.30)
CLUC-59	4	1.1650001033205695	-13.7	0	0	..(((((....((((.........)))).)))))((((.(((..((((.....))))))))))) (-13.70)
CLUC-60	4	0.9864540554776727	-9.5	0	0	..(((((....((((.........)))).)))))(((......))).((((((.....)))))) ( -9.50)
CLUC-61	3	0.8125813514167477	-10.4	0	0	(.(((((....((((.........)))).))))).).((((.((............)).).))) (-10.40)
CLUC-62	3	0.6746104706872326	-16.9	0	0	..(((((....((((.........)))).)))))(((.((.(((((....))))).)).))).. (-16.90)
CLUC-63	1	0.16192435608887285	-9.6	0	0	...........((((.........)))).((((..((........))..))))........... ( -9.60)
CLUC-64	4	1.5213359679052894	-9.8	0	0	...........((((.........))))....(((((.((..((......)).)).)))))... ( -9.80)
CLUC-65	2	0.5168129960797687	-14.0	0	0	..(((((....((((.........)))).))))).((((((......))))))........... (-14.00)
CLUC-66	2	0.38067326060936374	-9.2	0	0	......(((..((((.........))))..........(((((....)))))....)))..... ( -9.20)
CLUC-67	3	0.645043204544796	-8.8	0	0	........................((((((.....(((....)))..))))))........... ( -8.80)
CLUC-68	1	-0.1671507293673572	-12.4	0	0	......(((((...(((....(((((((.......))).)))).....)))...)))))..... (-12.40)
CLUC-69	4	1.0753566583268497	-13.0	0	0	..................(((.((((((.......(((.......))).)))))).)))..... (-13.00)
CLUC-70	4	0.9856146494165093	-14.9	0	1	..(((((....((((.........)))).)))))........(((((.((....)).))))).. (-14.90)
CLUC-71	2	0.44148938448378816	-17.5	0	1	..(((((....((((.........)))).))))).....(((((((((.....)))).))))). (-17.50)
CLUC-72	1	0.2326032274872586	-12.3	0	0	..............(((.(((.(((((((((.......))))....))))).)))..))).... (-12.30)
CLUC-73	4	1.4620041751129094	-7.2	0	1	..(((((....((((.........)))).)))))........(((....((....))....))) ( -7.20)
CLUC-74	3	0.574585575862093	-14.7	0	0	(.(((((....((((.........)))).))))).).....(((((((.......))))))).. (-14.70)
CLUC-76	2	0.45114965903793103	-6.9	0	0	(.(((((....((((.........)))).))))).)............................ ( -6.90)
CLUC-77	1	0.1879572357593606	-6.7	0	1	..(((((....((((.........)))).))))).............................. ( -6.70)
CLUC-79	3	0.7633082843818844	-8.9	0	0	....(((((((((((.........))))...(((((...........)))))...))))))).. ( -8.90)
CLUC-81	3	0.8244857753205397	-10.4	0	1	..(((((....((((.........)))).))))).............(((((.....))))).. (-10.40)
CLUC-82	4	1.3018353337191932	-13.6	0	1	..(((((....((((.........)))).)))))........((((.((...)).))))..... (-13.60)
CLUC-83	3	0.6088308639992022	-9.0	0	0	.....................((((((((......................))))))))..... ( -9.00)
CLUC-84	1	0.1662841012229429	-18.0	0	0	.....................((((((........))))))(((((((((....))))))))). (-18.00)
CLUC-86	3	0.8952058669106071	-13.9	0	0	(.(((((....((((.........)))).))))).)..((((...((((....)))).)))).. (-13.90)
CLUC-87	1	0.14161531686086118	-13.0	0	0	(.(((((....((((.........)))).))))).)....((((((........))).)))... (-13.00)
CLUC-88	1	0.19554272557467958	-9.6	0	1	..(((((....((((.........)))).)))))......(.((..(((......)))..)).) ( -9.60)
GLUC-0	4	1.5684807098894122	-9.0	0	0	......................((((((........(((......))))))))).......... ( -9.00)
GLUC-1	4	1.5072248428285304	-8.9	0	0	......................((((((.((...........)).))))))............. ( -8.90)
GLUC-2	4	1.6613552545487797	-10.0	0	0	......................((((((.((........)).))))))................ (-10.00)
GLUC-4	4	1.3968939815218473	-9.8	0	0	......................((((((........))))))........(((........))) ( -9.80)
GLUC-5	4	1.1984790544146877	-11.2	0	1	..(((((....((((.........)))).))))).....(((((.(.((....)).)..))))) (-11.20)
GLUC-6	3	0.8168509895394447	-12.8	0	0	(.(((((....((((.........)))).))))).)(((((.(.((....)).)..)))))... (-12.80)
GLUC-7	2	0.4941440482438989	-12.7	0	0	(((((((....((..........(((((((..........)))).)))))..)))))))..... (-12.70)
GLUC-9	4	0.979409483910061	-10.5	0	0	(((((((....((((.........))))........((....))..)))))))........... (-10.50)
GLUC-10	2	0.3899724754696655	-12.6	0	1	..(((((....((((.........)))).)))))..(((.(((..((......)))))..))). (-12.60)
GLUC-12	2	0.46826923346101346	-12.9	0	0	(((((((....((((.........)))).........))))))).(((.(((....)))))).. (-12.90)
GLUC-13	4	1.2218912709174037	-14.4	0	0	(.(((((....((((.........)))).))))).).......((((((.......)).)))). (-14.40)
GLUC-14	3	0.6619893677624652	-14.4	0	0	(.(((((....((((.........)))).))))).).....((((((.......)).))))... (-14.40)
GLUC-15	3	0.818040657961742	-14.2	0	1	..(((((....((((.........)))).)))))....((((((.......)).))))...... (-14.20)
GLUC-16	2	0.31215875203223636	-14.8	0	1	..(((((....((((.........)))).)))))...........((((((......)))))). (-14.80)
GLUC-17	1	0.13616200684516158	-15.0	0	0	(.(((((....((((.........)))).))))).)......((((((......)))))).... (-15.00)
GLUC-19	2	0.45828374945763595	-15.1	0	0	(.(((((....((((.........)))).))))).)((((((......)))))).......... (-15.10)
GLUC-20	2	0.5253079055849841	-13.8	0	0	..(((((....((((.........)))).))))).(((((......)))))............. (-13.80)
GLUC-21	3	0.5735807145947044	-9.4	0	0	(.(((((....((((.........)))).))))).).....((.((....)).))......... ( -9.40)
GLUC-22	3	0.7132000588741476	-9.8	0	0	(.(((((....((((.........)))).))))).)((......)).((((.....)).))... ( -9.80)
GLUC-24	1	0.26385818228559554	-10.6	0	1	..(((((....((((.........)))).)))))...(((.((((.....)).))..))).... (-10.60)
GLUC-25	3	0.7062157875182814	-11.0	0	0	..(((((....((((.........)))).)))))(((.((((.....)).)).)))........ (-11.00)
GLUC-26	1	0.20372880336157018	-12.1	0	0	.....................(((((((.......))).))))....((((((....)).)))) (-12.10)
GLUC-28	1	0.1808606874150564	-12.1	0	1	..(((((....((((.........)))).)))))........((((((....)).))))..... (-12.10)
GLUC-30	1	0.243146960807678	-13.2	0	0	...........((((.........)))).((((...((((((....)).))))...)))).... (-13.20)
GLUC-32	1	0.2542525813704825	-9.6	0	0	.....................((((((..((((...(((....)))....))))....)))))) ( -9.60)
GLUC-33	2	0.5162350018959699	-11.5	0	0	....................(((((((........((((.......)))).....))))))).. (-11.50)
GLUC-35	3	0.6632328790982975	-12.5	0	1	..(((((....((((.........)))).)))))..(((......))).(((......)))... (-12.50)
GLUC-36	3	0.6638339885605449	-16.2	0	0	(.(((((....((((.........)))).))))).)....((((..(((......))).)))). (-16.20)
GLUC-37	1	0.25373948335632074	-16.9	0	0	...........((((.........)))).....((((.(((..(((......))).))))))). (-16.90)
GLUC-38	2	0.43084878595807696	-12.1	0	0	..(((((....((((.........)))).))))).((((((((......)))......))))). (-12.10)
GLUC-39	4	1.0398107816839883	-11.5	0	0	....................(((((((...........)))))))..(((........)))... (-11.50)
GLUC-40	4	1.1981899851158901	-15.7	0	0	......((((..........((((((((.......))))))))..(((........))))))). (-15.70)
GLUC-41	4	1.0129192702154932	-10.4	0	1	..(((((....((((.........)))).)))))....((.(((.(((....).)).))))).. (-10.40)
GLUC-42	2	0.5012811102670345	-10.0	0	0	......((((.((((.........))))...........(((........)))))))....... (-10.00)
GLUC-43	1	0.22967079603831816	-10.1	0	0	......((((.((((.........))))........(((........))))))).......... (-10.10)
GLUC-45	2	0.375153781112255	-9.7	0	0	(.(((((....((((.........)))).))))).).((((..(.((......)).)..)))). ( -9.70)
GLUC-46	1	0.2090163390121636	-11.0	0	0	..(((((....((((.........)))).))))).(((((.........))))).......... (-11.00)
GLUC-47	1	0.28499770331542795	-12.4	0	1	..(((((....((((.........)))).))))).............(((((......))))). (-12.40)
GLUC-49	3	0.6580847939336888	-13.7	0	1	..(((((....((((.........)))).)))))...(((.(((((......))))).).)).. (-13.70)
GLUC-50	1	0.1900632291872583	-13.2	0	1	..(((((....((((.........)))).)))))..(.(((((......))))).)........ (-13.20)
GLUC-51	4	1.3690149356811343	-12.4	0	0	..(((((....((((.........)))).))))).(((((......)))))............. (-12.40)
GLUC-52	4	1.526345795379593	-8.8	0	0	(.(((((....((((.........)))).))))).).((((.......))))............ ( -8.80)
GLUC-53	4	1.5587393784958898	-9.3	0	1	..(((((....((((.........)))).)))))......((((.(((......)))..)).)) ( -9.30)
GLUC-54	3	0.9536977450186661	-13.3	0	0	(.(((((....((((.........)))).))))).).((((((.((........)))))))).. (-13.30)
GLUC-57	4	1.4817597210426823	-11.6	0	0	(.(((((....((((.........)))).))))).)..............(((((...))))). (-11.60)
GLUC-58	4	1.020768841388353	-13.2	0	0	(.(((((....((((.........)))).))))).)........((.(((((...))))).)). (-13.20)
GLUC-59	4	1.2655381409549908	-13.0	0	1	..(((((....((((.........)))).))))).......((.(((((...))))).)).... (-13.00)
GLUC-60	3	0.5973875845945634	-13.0	0	1	..(((((....((((.........)))).))))).....((.(((((...))))).))...... (-13.00)
GLUC-61	4	1.5128168325785958	-13.7	0	0	..(((((....((((.........)))).))))).((.((((.((.........)).)))))). (-13.70)
GLUC-62	4	1.773449152421768	-11.8	0	0	(.(((((....((((.........)))).))))).)(((((...)))))............... (-11.80)
GLUC-63	4	1.4124591574087852	-9.0	0	1	..(((((....((((.........)))).))))).........((((.(....)))))...... ( -9.00)
GLUC-64	2	0.5584218216898619	-9.3	0	1	..(((((....((((.........)))).)))))........(((((...........))))). ( -9.30)
GLUC-65	1	0.2740826654785611	-9.9	0	0	..(((((....((((.........)))).))))).(((.(((((...........))))).))) ( -9.90)
GLUC-66	3	0.7250937319847095	-9.3	0	1	..(((((....((((.........)))).)))))..(((((...........)))))....... ( -9.30)
GLUC-67	3	0.8537718566124521	-8.8	0	0	..(((((....((((.........)))).))))).((((...........)))).......... ( -8.80)
GLUC-68	3	0.7417502858388692	-7.2	0	0	(.(((((....((((.........)))).))))).)..((.((....)).))............ ( -7.20)
GLUC-69	4	1.0065286165875909	-9.5	0	0	((((..(((..((((.........)))).......((.((....)).))...)))...)))).. ( -9.50)
GLUC-70	3	0.6988644797037729	-8.6	0	0	((((..(((..((((.........))))...........((....))..)))...))))..... ( -8.60)
GLUC-71	3	0.762033119697828	-8.8	0	0	((((..(((..((((.........))))........((....))..)))...))))........ ( -8.80)
GLUC-73	4	0.9607508548693311	-9.4	0	0	(.(((((....((((.........)))).))))).)((...(.(((...))).)...))..... ( -9.40)
GLUC-74	3	0.8071846214090295	-8.8	0	0	((((..(((..((((.........))))..........)))...))))................ ( -8.80)
GLUC-76	4	1.1294332785128285	-9.3	0	0	..(((((....((((.........)))).))))).((((...((...((....)).))..)))) ( -9.30)
GLUC-77	2	0.45947223216459177	-11.3	0	0	(.(((((....((((.........)))).))))).)...............((((.....)))) (-11.30)
GLUC-78	4	1.205225464367085	-12.4	0	0	(.(((((....((((.........)))).))))).)............((((.....))))... (-12.40)
GLUC-80	2	0.5292638182047034	-12.4	0	0	(.(((((....((((.........)))).))))).).......((((.....))))........ (-12.40)
GLUC-81	3	0.6503534152538506	-13.3	0	0	(((..(((...((((.........))))............((((.....))))..)))..))). (-13.30)
GLUC-82	1	0.2803065597265881	-14.7	0	0	.......................(((.(((.......((((.....)))).......))).))) (-14.70)
GLUC-83	2	0.40992010393716377	-16.3	0	0	....................((((((.(((.....(((.....)))........))).)))))) (-16.30)
GLUC-84	1	0.2831883615519281	-16.3	0	0	...................(((((((.(((.....((.....)).......))).))))))).. (-16.30)
GLUC-85	3	0.8889237174267388	-15.6	0	0	...................(((((((.(((..................))).)))))))..... (-15.60)
GLUC-87	3	0.6377168751620739	-20.0	0	0	........((((.((....(((((((.(((.............))).))))))).)).)))).. (-20.00)
GLUC-88	1	0.1618286838104931	-20.3	0	0	........((((.((....(((((((.(((..........))).))))))).)).))))..... (-20.30)
GLUC-90	2	0.40006106248625334	-16.8	0	0	........((((.((....(((((((.(........).))))))).)).))))(((....))). (-16.80)
GLUC-91	4	1.0213836830436809	-16.5	0	0	............(((....(((((((.........)))))))((((((....))).)))))).. (-16.50)
GLUC-92	1	0.22639857015961012	-13.9	0	1	..(((((....((((.........)))).)))))..(.(((((((....))).)))).)..... (-13.90)
GLUC-94	1	0.2081034264003247	-11.2	0	0	...........((((.........)))).(((..((((......))))..)))........... (-11.20)
GLUC-95	3	0.8145756008145656	-8.6	0	1	..(((((....((((.........)))).)))))........((((....)))).......... ( -8.60)
GLUC-96	1	0.1777274308788538	-15.4	0	0	..(((((....((((.........)))).))))).((((....))))((((((....)))))). (-15.40)
GLUC-97	1	0.14483293882030343	-14.9	0	1	..(((((....((((.........)))).)))))......((((((((((....)))))))))) (-14.90)
GLUC-98	2	0.3094593631055299	-18.6	0	1	..(((((....((((.........)))).)))))..(((((((((((....))))))))))).. (-18.60)
GLUC-99	2	0.37539543890867166	-15.8	0	0	..(((((....((((.........)))).))))).(((((((((....)))))))))....... (-15.80)
GLUC-102	2	0.5435674077492041	-15.3	0	0	.(((.((..((((((((....(((((((........)))))))...))))).)))..)).))). (-15.30)
GLUC-104	1	0.06583897862120594	-12.5	0	0	..(((((....((((.........)))).))))).((((.(((((......))))).))))... (-12.50)
GLUC-106	1	0.21009005773718492	-13.4	0	1	..(((((....((((.........)))).))))).....((.((..((......))..)).)). (-13.40)
GLUC-107	1	-0.08938394985429038	-13.7	0	0	(.(((((....((((.........)))).))))).)((.((..((......))..)).)).... (-13.70)
GLUC-108	2	0.45433729622925045	-11.8	0	1	..(((((....((((.........)))).)))))........((((.((.......)).)))). (-11.80)
GLUC-110	4	1.575336660138574	-14.5	0	0	..(((((....((((.........)))).))))).(((((.((.......)).)))))...... (-14.50)
GLUC-111	4	0.9827357722803162	-10.4	0	0	..(((((....((((.........)))).))))).((((..((........))..))))..... (-10.40)
GLUC-112	4	1.4881259682848356	-13.6	0	0	..(((((....((((.........)))).))))).((((...(((..........))))))).. (-13.60)
GLUC-113	4	1.2738807984385134	-10.9	0	0	..(((((....((((.........)))).)))))((.(..(((..........)))..).)).. (-10.90)
GLUC-114	4	1.552566123258445	-11.2	0	0	(.(((((....((((.........)))).))))).)..(((..((((.......)))))))... (-11.20)
GLUC-115	3	0.8629121840446279	-11.8	0	0	..(((((....((((.........)))).)))))(((((............)))))........ (-11.80)
